hogar_id,survey_wave,income_q,d_income_ratio,d_wealth_ratio,adj_ratio,pesoEFHU
,1.0,1.0,,,,208.0
,1.0,1.0,,,,208.0
,1.0,1.0,,,,208.0
,1.0,1.0,,,,209.0
,1.0,1.0,,,,209.0
,1.0,1.0,,,,208.0
,1.0,1.0,,,,208.0
,1.0,1.0,,,,208.0
,1.0,1.0,,,,139.0
,1.0,1.0,,,,139.0
,1.0,1.0,,,,173.0
,1.0,1.0,,,,173.0
,1.0,1.0,,,,173.0
,1.0,1.0,,,,210.0
,1.0,1.0,,,,313.0
,1.0,1.0,,,,298.0
,1.0,1.0,,,,180.0
,1.0,1.0,,,,180.0
,1.0,1.0,,,,180.0
,1.0,1.0,,,,210.0
,1.0,1.0,,,,156.0
,1.0,1.0,,,,156.0
,1.0,1.0,,,,268.0
,1.0,1.0,,,,268.0
,1.0,1.0,,,,268.0
,1.0,1.0,,,,253.0
,1.0,1.0,,,,223.0
,1.0,1.0,,,,254.0
,1.0,1.0,,,,203.0
,1.0,1.0,,,,211.0
,1.0,1.0,,,,211.0
,1.0,1.0,,,,211.0
,1.0,1.0,,,,211.0
,1.0,1.0,,,,211.0
,1.0,1.0,,,,263.0
,1.0,1.0,,,,263.0
,1.0,1.0,,,,263.0
,1.0,1.0,,,,223.0
,1.0,1.0,,,,173.0
,1.0,1.0,,,,173.0
,1.0,1.0,,,,173.0
,1.0,1.0,,,,249.0
,1.0,1.0,,,,519.0
,1.0,1.0,,,,519.0
,1.0,1.0,,,,253.0
,1.0,1.0,,,,253.0
,1.0,1.0,,,,253.0
,1.0,1.0,,,,253.0
,1.0,1.0,,,,253.0
,1.0,1.0,,,,449.0
,1.0,1.0,,,,449.0
,1.0,1.0,,,,449.0
,1.0,1.0,,,,480.0
,1.0,1.0,,,,480.0
,1.0,1.0,,,,352.0
,1.0,1.0,,,,352.0
,1.0,1.0,,,,287.0
,1.0,1.0,,,,412.0
,1.0,1.0,,,,305.0
,1.0,1.0,,,,305.0
,1.0,1.0,,,,305.0
,1.0,1.0,,,,305.0
,1.0,1.0,,,,458.0
,1.0,1.0,,,,438.0
,1.0,1.0,,,,438.0
,1.0,1.0,,,,438.0
,1.0,1.0,,,,312.0
,1.0,1.0,,,,380.0
,1.0,1.0,,,,380.0
,1.0,1.0,,,,327.0
,1.0,1.0,,,,429.0
,1.0,1.0,,,,429.0
,1.0,1.0,,,,280.0
,1.0,1.0,,,,367.0
,1.0,1.0,,,,367.0
,1.0,1.0,,,,367.0
,1.0,1.0,,,,318.0
,1.0,1.0,,,,392.0
,1.0,1.0,,,,392.0
,1.0,1.0,,,,388.0
,1.0,1.0,,,,388.0
,1.0,1.0,,,,388.0
,1.0,1.0,,,,399.0
,1.0,1.0,,,,399.0
,1.0,1.0,,,,235.0
,1.0,1.0,,,,235.0
,1.0,1.0,,,,235.0
,1.0,1.0,,,,235.0
,1.0,1.0,,,,1.0
,1.0,1.0,,,,1.0
,1.0,1.0,,,,1.0
,1.0,1.0,,,,278.0
,1.0,1.0,,,,278.0
,1.0,1.0,,,,221.0
,1.0,1.0,,,,221.0
,1.0,1.0,,,,221.0
,1.0,1.0,,,,221.0
,1.0,1.0,,,,347.0
,1.0,1.0,,,,347.0
,1.0,1.0,,,,283.0
,1.0,1.0,,,,278.0
,1.0,1.0,,,,278.0
,1.0,1.0,,,,399.0
,1.0,1.0,,,,233.0
,1.0,1.0,,,,233.0
,1.0,1.0,,,,193.0
,1.0,1.0,,,,179.0
,1.0,1.0,,,,296.0
,1.0,1.0,,,,277.0
,1.0,1.0,,,,151.0
,1.0,1.0,,,,151.0
,1.0,1.0,,,,151.0
,1.0,1.0,,,,151.0
,1.0,1.0,,,,151.0
,1.0,1.0,,,,151.0
,1.0,1.0,,,,151.0
,1.0,1.0,,,,392.0
,1.0,1.0,,,,392.0
,1.0,1.0,,,,392.0
,1.0,1.0,,,,316.0
,1.0,1.0,,,,316.0
,1.0,1.0,,,,316.0
,1.0,1.0,,,,311.0
,1.0,1.0,,,,311.0
,1.0,1.0,,,,311.0
,1.0,1.0,,,,394.0
,1.0,1.0,,,,146.0
,1.0,1.0,,,,146.0
,1.0,1.0,,,,201.0
,1.0,1.0,,,,201.0
,1.0,1.0,,,,158.0
,1.0,1.0,,,,221.0
,1.0,1.0,,,,183.0
,1.0,1.0,,,,275.0
,1.0,1.0,,,,275.0
,1.0,1.0,,,,275.0
,1.0,1.0,,,,275.0
,1.0,1.0,,,,317.0
,1.0,1.0,,,,317.0
,1.0,1.0,,,,317.0
,1.0,1.0,,,,317.0
,1.0,1.0,,,,245.0
,1.0,1.0,,,,245.0
,1.0,1.0,,,,245.0
,1.0,1.0,,,,245.0
,1.0,1.0,,,,245.0
,1.0,1.0,,,,296.0
,1.0,1.0,,,,296.0
,1.0,1.0,,,,296.0
,1.0,1.0,,,,296.0
,1.0,1.0,,,,381.0
,1.0,1.0,,,,371.0
,1.0,1.0,,,,371.0
,1.0,1.0,,,,371.0
,1.0,1.0,,,,420.0
,1.0,1.0,,,,420.0
,1.0,1.0,,,,420.0
,1.0,1.0,,,,282.0
,1.0,1.0,,,,282.0
,1.0,1.0,,,,282.0
,1.0,1.0,,,,382.0
,1.0,1.0,,,,382.0
,1.0,1.0,,,,382.0
,1.0,1.0,,,,382.0
,1.0,1.0,,,,287.0
,1.0,1.0,,,,342.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,499.0
,1.0,1.0,,,,499.0
,1.0,1.0,,,,408.0
,1.0,1.0,,,,408.0
,1.0,1.0,,,,205.0
,1.0,1.0,,,,205.0
,1.0,1.0,,,,205.0
,1.0,1.0,,,,205.0
,1.0,1.0,,,,205.0
,1.0,1.0,,,,205.0
,1.0,1.0,,,,408.0
,1.0,1.0,,,,408.0
,1.0,1.0,,,,408.0
,1.0,1.0,,,,374.0
,1.0,1.0,,,,374.0
,1.0,1.0,,,,374.0
,1.0,1.0,,,,354.0
,1.0,1.0,,,,354.0
,1.0,1.0,,,,354.0
,1.0,1.0,,,,280.0
,1.0,1.0,,,,327.0
,1.0,1.0,,,,474.0
,1.0,1.0,,,,474.0
,1.0,1.0,,,,372.0
,1.0,1.0,,,,372.0
,1.0,1.0,,,,372.0
,1.0,1.0,,,,372.0
,1.0,1.0,,,,346.0
,1.0,1.0,,,,346.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,380.0
,1.0,1.0,,,,380.0
,1.0,1.0,,,,454.0
,1.0,1.0,,,,513.0
,1.0,1.0,,,,388.0
,1.0,1.0,,,,388.0
,1.0,1.0,,,,372.0
,1.0,1.0,,,,372.0
,1.0,1.0,,,,372.0
,1.0,1.0,,,,494.0
,1.0,1.0,,,,494.0
,1.0,1.0,,,,375.0
,1.0,1.0,,,,375.0
,1.0,1.0,,,,401.0
,1.0,1.0,,,,401.0
,1.0,5.0,2.8356895,0.81182796,,383.0
,1.0,1.0,,0.81182796,,383.0
,1.0,1.0,,,,562.0
,1.0,1.0,,,,442.0
,1.0,1.0,,,,442.0
,1.0,1.0,,,,442.0
,1.0,1.0,,,,379.0
,1.0,1.0,,,,379.0
,1.0,1.0,,,,360.0
,1.0,1.0,,,,360.0
,1.0,1.0,,,,270.0
,1.0,1.0,,,,270.0
,1.0,1.0,,,,220.0
,1.0,1.0,,,,220.0
,1.0,1.0,,,,220.0
,1.0,1.0,,,,220.0
,1.0,1.0,,,,282.0
,1.0,1.0,,,,286.0
,1.0,1.0,,,,286.0
,1.0,1.0,,,,286.0
,1.0,1.0,,,,332.0
,1.0,1.0,,,,241.0
,1.0,1.0,,,,241.0
,1.0,1.0,,,,313.0
,1.0,1.0,,,,313.0
,1.0,1.0,,,,217.0
,1.0,1.0,,,,217.0
,1.0,1.0,,,,255.0
,1.0,1.0,,,,255.0
,1.0,1.0,,,,181.0
,1.0,1.0,,,,181.0
,1.0,1.0,,,,181.0
,1.0,1.0,,,,181.0
,1.0,1.0,,,,187.0
,1.0,1.0,,,,187.0
,1.0,1.0,,,,210.0
,1.0,1.0,,,,210.0
,1.0,1.0,,,,210.0
,1.0,1.0,,,,416.0
,1.0,1.0,,,,416.0
,1.0,1.0,,,,416.0
,1.0,1.0,,,,381.0
,1.0,1.0,,,,406.0
,1.0,1.0,,,,406.0
,1.0,1.0,,,,406.0
,1.0,1.0,,,,333.0
,1.0,1.0,,,,333.0
,1.0,1.0,,,,333.0
,1.0,1.0,,,,308.0
,1.0,1.0,,,,308.0
,1.0,1.0,,,,231.0
,1.0,1.0,,,,231.0
,1.0,1.0,,,,203.0
,1.0,1.0,,,,203.0
,1.0,1.0,,,,203.0
,1.0,1.0,,,,238.0
,1.0,1.0,,,,224.0
,1.0,1.0,,,,224.0
,1.0,1.0,,,,316.0
,1.0,1.0,,,,203.0
,1.0,1.0,,,,187.0
,1.0,1.0,,,,187.0
,1.0,1.0,,,,204.0
,1.0,1.0,,,,204.0
,1.0,1.0,,,,204.0
,1.0,1.0,,,,255.0
,1.0,1.0,,,,255.0
,1.0,1.0,,,,266.0
,1.0,1.0,,,,266.0
,1.0,1.0,,,,193.0
,1.0,1.0,,,,193.0
,1.0,1.0,,,,193.0
,1.0,1.0,,,,226.0
,1.0,1.0,,,,266.0
,1.0,1.0,,,,211.0
,1.0,1.0,,,,406.0
,1.0,1.0,,,,406.0
,1.0,1.0,,,,406.0
,1.0,1.0,,,,314.0
,1.0,1.0,,,,314.0
,1.0,1.0,,,,314.0
,1.0,1.0,,,,318.0
,1.0,1.0,,,,320.0
,1.0,1.0,,,,320.0
,1.0,1.0,,,,320.0
,1.0,1.0,,,,320.0
,1.0,1.0,,,,320.0
,1.0,1.0,,,,333.0
,1.0,1.0,,,,332.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,247.0
,1.0,1.0,,,,313.0
,1.0,1.0,,,,158.0
,1.0,1.0,,,,158.0
,1.0,1.0,,,,335.0
,1.0,1.0,,,,335.0
,1.0,1.0,,,,335.0
,1.0,1.0,,,,239.0
,1.0,1.0,,,,239.0
,1.0,1.0,,,,239.0
,1.0,1.0,,,,239.0
,1.0,1.0,,,,239.0
,1.0,1.0,,,,273.0
,1.0,1.0,,,,273.0
,1.0,1.0,,,,383.0
,1.0,1.0,,,,383.0
,1.0,1.0,,,,383.0
,1.0,1.0,,,,235.0
,1.0,1.0,,,,235.0
,1.0,1.0,,,,194.0
,1.0,1.0,,,,217.0
,1.0,1.0,,,,217.0
,1.0,1.0,,,,217.0
,1.0,1.0,,,,290.0
,1.0,1.0,,,,264.0
,1.0,1.0,,,,243.0
,1.0,1.0,,,,243.0
,1.0,1.0,,,,243.0
,1.0,1.0,,,,243.0
,1.0,1.0,,,,243.0
,1.0,1.0,,,,269.0
,1.0,1.0,,,,420.0
,1.0,1.0,,,,420.0
